original_id,funny,user_id,review_id,text,business_id,stars,date,useful,type,cool,neighborhood,name
49793,20,E5xx_Z_kMAlzbIS72zY8Hw,2P9kWMsfDhFYLfkCFdr-lQ,"""SAKE SAKE BOOM BOOM !
SAKE SAKE BOOM BOOM !""

Oh, not right now? Well, if you had a fun group like we did and everyone was doing sake bombs then that is what you would be chanting before you take your group shot. Remember to out-do any groups surrounding you.. That's what we tried to do. Tip: Try their pomegranate one ;)

I have been here before when it was Geisha House and it did NOT impress me so I am glad that it is now Kanji. If you have never tried teppanyaki before then I suggest trying it here so you can see it done right.

The staff is attentive, hilarious, and will drink with you. 
Pro Tip: Do the Ji Shot (thank me later).

My favorite starter was the Beef Tataki, great presentation and tasted amazing. The egg rolls and shrimp tempura were also ordered and shared amongst all of us. 

Our teppan chef was Joshua, who was very skilled and entertaining. He kept our group cracking up the whole time he was cooking our food on the iron griddle. Thanks for giving us food shaped as a big heart, Spongebob, flowers, and all the other things you came up with during the cooking process! It was all so delicious, especially the steak.

I will be back for more and to try out the Green Tea Cheesecake that I was too full to order!",1g29d62cEojB-7mX7p8AzQ,5,4/11/2014,23,review,25,Southwest,Mac Shack Spring Valley
35148,0,90NEMgWDReOXm-pEo1TTxQ,85QSTCm8ah9DHx4-rfFPCg,"Quite simply THE place in the metro Phoenix area for beer lovers.  The Pizza and sandwiches are great and the food in general is definitely high quality and well thought out, but it is the 30 constantly rotating beers on tap that bring the craft beer nerds from miles around.  

Seems more crowded on Friday and Saturday nights but otherwise not too busy.  Unfortunately they do not open until like 2pm so don't drive all the way over there for a quick lunch.",6tLL1P8k9drb7MJEVwmRhg,5,4/3/2009,3,review,2,The Strip,808
6054,2,s-0N0zEo-iCa6Ctqqqydjw,GwyOOQrsKUp3Dxpa689uWQ,"I love me a good dive bar, but this is on another level, this place legit needs help. upon walking in you are greeted by the god awful smell of throwup and garbage, hold your breath. The food is  cheap bar food, but is not tasty by any means. I decided to go with a salad the 2nd time I came here and even the dressing was watered down. I continue to go back only because this is a raider bar and i enjoy being by my fellow fans, but boy does this place gross me out. I just want to throw bleach all over this joint. I wish i could just sit down with the owner and give some advise on how to spruce this place up so it can be a nice local joint.",rBqek2924sBTjW1qE2ci2Q,2,11/7/2016,2,review,1,Other,Teriyaki Madness
43422,0,lsLuVKmdh45yommr53zfRg,i_4rsRrPGPfd64pjCkUFSw,This is the best local Chinese food. I highly recommend getting the chicken general tso's. The food always comes quickly and there is usually not a wait in my experience. It's not cheap but the quality is good and the portions are generous. Usually I end up eating a few different dishes family style with my table.,XUDOc980cjB0PZvVS-T6Eg,5,6/29/2015,0,review,0,Northwest,ChiAm Restaurant
17828,1,KrT4LHYdRt-m1DMPtVKN4w,l-ynQdAvY0DhQZBIiLiorA,"Honestly, the real negative is all of the smoking. That comes from customers, not employees. The last thing I want to have in my face is smoke while I'm eating. We've given this place a second chance but couldn't avoid the avid smokers. 
The service is friendly and the food is tasty for top notch pub fare.",-OEIW0dO96-492qa_luxaw,3,1/11/2016,1,review,0,Southeast,Alternative Junkie
25366,0,T1XUUXIEU5uj3NmdWAdIlA,kUd6XFzPWALyI7sguaiW7A,"I like how open this place is, the tables are spread, and they provide you room. I hate those restaurants that got you sitting so close to other individuals it seems you know them lol. 

We had this huge circle booth, and I was pleased about that. The menu had a lot to choose from, and I needed something a little different and something I haven't had in a long time. 

I ordered a reuben sandwich. It was a good sandwich. The waiter also gave us space and didn't bother every 5 minutes. The customers who were around us sucked though, I was listening to two conversations at the same time because they needed to be so loud. Oh well you run into those loud ones once in a while lol. 

The place was ok, and they have a lot on the menu",ruPFtD9dU6Cv9_wpzIR4UQ,3,6/20/2011,0,review,0,Southeast,Big Town Hero
59472,0,e_IU5wvo2ehL0Pkl5Yk8ZQ,evC48kLFOFIIo3INshFR_g,"Bestmexican food ever! Service was wonderful. The queso,steak quesadillas and margarita were soooo very delish!",IqCvkoDvvImXuzGrpeiDMA,5,12/6/2015,0,review,0,Westside,PT's
22719,0,rBhAoMheiLNEVw_gtno4Ag,ajcZWd5TjtqLT5kZyBOA0w,"It's pretty good, I got the blueberry bliss and it was pretty good. The fruit tastes good, hard to pick out the different types in the smoothie (it has blueberry, banana, and strawberry) but it is nonetheless very good. 

The smoothie tastes nice, and it has a good balance of ice that doesn't make it too thick or thin. I'm sure the fruit was fresh by its taste.

I'm sure to stop by again if I get the chance.",wqFkAsxYPA5tcdSkYMtrrw,4,6/22/2016,0,review,1,Chinatown,Kapuso Kapamilya
10211,0,4VVkg-qorb2IgKkR1KcCaA,KVwaRSEEckoZ-qjbVqVb2A,"Great service and amazing food.  Try the cheese selection, especially the cheese made in Vegas.  Simply the best!!!",qmymSqVwHYRqdwfcBatzpQ,5,9/11/2012,1,review,0,Sunrise,Oh Curry
23384,0,i0PzVSGx97ucHFaVboZWwg,#NAME?,We went for brunch- kids were very welcome and they do have a kids menu so I'm not sure why it is designated as no kids. The shrimp and grits were fabulous as was the shaved ham Benedict. Beautifully plated. Everyone really enjoyed the meal.,t2O4Qx74U_IfBzDHJzvUCA,5,5/17/2015,0,review,0,Downtown,Picanha Steak Truck
12811,0,fRBQkCwSfS8D-899svjDUw,mDFG6v7KwluXyorFglvdRQ,Amazing.  I am afghan too and can cook all these so it's hard to impress our family with traditional good. this place is the only authentic food I go for. And not to mention very reasonable prices. As long as you make it there before 8. We just moved to AZ and so glad to find this place.,zNGYsFeG_7XEBodbtfux5Q,5,9/29/2014,3,review,0,The Strip,KGB: Kerry's Gourmet Burgers
5335,0,5KyGohuJONbwQcy-_cANKA,Pq51_-jfnJy5iObeG6HHoQ,Always enjoy eating here. Salad bar is always stocked. Atmosphere is generally quiet.,QIcXq4Z3_2lvg9rmmoGF-A,4,10/7/2015,0,review,0,Eastside,Christy Candy Shop
10629,0,UBH7pufuNFWjZ3Oy8iZdGw,bAOxNZzhVGK_sJ3R724SkA,"The food was fantastic as well as the drinks , service and ambiance. Downside  I live to far to be a frequent customer. Thanks for the great food! Hope to be back one day",qmymSqVwHYRqdwfcBatzpQ,5,12/12/2012,0,review,0,Other,Firelight Buffet
37884,0,djEO0ZHXOlPBufGAH_nR8g,W9XnmDE2WbwpU6NEp1UZmQ,Love this place! Ahi tacos and buffalo cauliflower is my favorite!! Gets pretty busy for dinner so I suggest going early! Pizzas are huge.. Even the kids pizzas!,n8Zqqhff-2cxzWt_nwhU2Q,5,11/16/2015,0,review,0,Eastside,Sushi Way
36569,0,oa5BJiM7bfaZ2ImUmlArGQ,SGLQri62Xlx8vsS5oNMxhg,AWESOME!!!!!!!!  I love getting red chilli colorado. Great prices and quick service. Always happy atmosphere. Great salsa. Burritos are huge and delicious.  It is our sunday morning ritual.,rPk01P-gHFZnBtRyfc7Wrg,5,5/24/2015,1,review,0,Sunrise,Lucie's Lounge
65265,0,Su8rT9JdLKFaWW50si6ibA,hpzAW1iyxYSceBHDP_93OQ,"Their bagels are the best around and they are super friendly, however be learly of their meat. I picked up a turkey sandwhich today and the meat was rancid.",5o6qOFzZ4NrJ6bJ39ohCtA,3,2/10/2010,1,review,0,Eastside,Del Taco
21171,0,34TeZCTBUnxl6LDNvLoEag,ylPVYItzo4yDolkchrqakQ,"bad service....takes too long to take customer's orders...the lady in front is way too busy taking phone orders, delivering food on the table and preparing food.....",DzKl51tivGJMLiNsQqf38w,1,9/4/2016,0,review,0,Southeast,Fireside Restaurant & Tavern
18452,0,tixImBjX6uTCBDYcg0JvuA,s_LjZIw_G0im5BcRm8XsEw,"Filipino market? Lots of fresh seafood variety. Not the highest quality, but very cheap. Very busy. Fun for a first time, but not worth driving all the way from Summerlin.",9XelmxS5q9tv7uClvjGqMg,3,9/7/2015,0,review,0,Westside,Mom's Teriyaki
15101,0,VHnB6g7cjDTvzj18JHpaOQ,B6CT9-esrZm_cV487EKAvw,"If you are looking for delicious, authentic asian food, this is the best place to go! I come here for the lamb, but they have so many other options as well. Service is great! The waiters speak both English and mandarin.",cUHPc4rW6qi3yTBPdQDCKw,5,7/24/2014,0,review,0,Spring Valley,Lo-Mein
10170,0,Ysh0b8EGyvGWz8bh1pNIgA,Hvok9fiwET0tQZa3fVgk8A,"Very tasty food, had the shrimp pizza and greek salad (half & half) and cute restaurant.  Ordered for lunch pickup on yelp app and order was perfect and ready for me 15 minutes later. 
Prices are good.",iAD5r5vNOzc1AP6UA5yFiQ,5,4/24/2015,1,review,0,Downtown,Odyssey Pizza
64902,0,YNCitWmlk_vWTSo_MjNslw,kChm8G9eHhcoSvesNeI7AQ,I live half way across the country and Naked City is a must do destination as anything in Vegas for me. That Guinea pie is indescribably good and the buffalo wings were awesome,HyKxWC9PrqlODjO-CBCIZA,5,10/18/2014,0,review,0,Southeast,Strings Italian Cafe
180,0,xTpT-S4PfY5ZA1ZHq5Of2w,bJASidZJdooscCaaDN4wgQ,Great pho spot in southwest vegas!  Broth is flavorful and consistent.  I've been here about a dozen times in the last 2 years and have never been disappointed.,VgrFPYtK6HGUEJVc4srpWw,5,9/26/2015,0,review,0,Centennial,Presto Calzone Bakery
60460,0,uouJeuzgLUYVlgv5f7Yo3g,Le3zsJx_3_VpYwB_Lg69fw,"Officially can scratch Cracker Barrel off my list. Honestly, it's Denny's or Shari's with a theme. Below average food, average pricing, relatively safe. I got the French toast with sausage and hard boiled eggs, husband got some platter that consisted of eggs, bacon, biscuits, gravy, and grits. The gravy and grits are super bland, and it's all just kind of passable. Service was fine though and everyone we experienced while there was friendly.",A6upLxml9nNaVT_V3oIUkg,3,7/31/2016,0,review,0,University,Rumbi Island Grill
51035,0,pKlojNlTtADDA1KAdeAapw,#NAME?,The worst Chinese food I've ever had don't waste your time or money. Will never go back my wife and I were sick all night.,prHnRsgY-PuM7vxe8-RwEA,1,3/21/2015,0,review,0,Summerlin,KFC
65397,0,-0udWcFQEt2M8kM3xcIofw,gjsL8CSQ0XUHOlxV9ZU2bg,"One of my favorite happy hour spots in the valley. Good food at great prices! The potstickers are fantastic, nice and meaty. I wasn't a huge fan of the bulgogi tacos but my husband enjoyed them. The kiddo liked the margherita pizza. It's a pretty popular happy hour so i would suggest getting there a bit before it starts if you don't want to sit outside in the summer months.",67X6JB3kvZ2B_p8pucgNXA,4,7/23/2015,1,review,1,Other,Subway
44197,3,4wp4XI9AxKNqJima-xahlg,phFPIuqKLxBd-fuZsI7vXQ,"Braddock's should be admired for it's dedication to buying local.  Everything is described to you by friendly servers with where things come from.  Very impressive.  Especially for a hotel restaurant!  I think a lot of people have a common misconception that all hotel restaurants must be a chain of some sort.  It's nice that the Renaissance welcomes them in. 

The outer part of Braddock's is just a bar area or ""Braddock's Streetside.""  The back part of Braddock's is a fancy dining room.  It's really quite gorgeous inside.  I couldn't pass up a tasty looking beet salad so I ordered one up.  It's a beautiful presentation with two unassuming fried goat cheese balls.  But holy crap were those some amazing balls!!  The beets were good, don't get me wrong... and I liked shallot vinaigrette, but those cheese balls... star of the show!  

I'd come back just for a plate full of those, even though I know it wouldn't be the healthiest option!  I definitely want to come back for dinner and get some of the other delicious sounding items and perhaps a cocktail.  It would be a nice date night spot.  Maybe even a romantical evening stay downtown at the hotel as well!  Fried cheese balls included in that package please!",pajvV_6xebKIE7GBh4Z1xA,4,7/20/2012,9,review,4,Eastside,Wok On In
57699,0,kmxwtHSttdCsniuz_dfrHQ,gzHV_dYEqmKjvZIEOyEKSA,"My wife and i came in for lunch on a Friday afternoon. There were six people in the bar. The service was very slow. It took over 15 min to get a beer

I had the fish and chips. The fish came out very soggy and chips were soggy as well.  

My wife had the cottage pie. This came very dry as well. There was no gravy at all

Overall i dont think we will be back here any time soo",7XTGtaKjANmZqp2QtN_iPA,1,11/22/2013,0,review,0,Downtown,Chipotle Mexican Grill
37382,0,_kVi5OOoblSNbc2FdV4nJw,bVSTZNAlPMWIaIXYoJlKcw,"We went Saturday night, I though the food was so fresh tasting and delicious highly recommend this place. Awesome!
A nice welcome to Scottsdale.",Quayv4ZFz7z9xKQHnXbQQg,5,3/24/2014,1,review,1,Centennial,Mimi's Cafe
14327,0,T387DGTw2rDbA2j25Cotkw,pz_G4-af5bvy9qNpZFM5Jw,Really big sized portions. Prices are very reasonable.  Decor and inside layout is beautiful designed. Good for romantic night or family night.  spicy pasta was on point..  bruschetta was light and refreshingly tasty.  Spaghetti and meatballs were a huge portion but a little salty.  Service was ok.  4 stars.,sOYsxYYFl03PhHmz_rBDZQ,4,2/3/2016,0,review,0,The Strip,The Buffet at Monte Carlo
58721,0,nHeB0gl19LY7zdsZjn_qPA,RR9n2fbAoD3cuUZwVP96_g,"Gangnam combo for 4 people plus 1 pitcher of beer =$156. Kinda pricey but good quality meats and plenty of side dishes. Overall, very good and will come back again.",hihud--QRriCYZw1zZvW4g,4,12/31/2015,0,review,0,Downtown,Sultan's Grill
18687,1,gPbGWxNShHo2sFdcbfSP9Q,Q6vjZ4dCt7lf4gMUQYwwfg,Just 3 days till I'm in Vegas again...Just 3 days.....Soo hungry...,tro-hrljuY1cUAVFYauTlQ,5,12/8/2008,0,review,0,Other,Jack in the Box
49858,0,BDFgyvmmYWVxdMMcUae5aA,THwvtrcvdoBInlGdlCUkXQ,"Only two very small bites of fatty meat on the Korean rib, and it cost $14 plus tax and tip.  That gets an F.  The pork sandwich was tasty and fairly priced.  The sushi was good.  The service got a B-.",1g29d62cEojB-7mX7p8AzQ,3,11/4/2014,1,review,0,Westside,Las Pupusas Restaurant
19660,0,PVLOCSdPCDpS1BsO0UNpRg,jzTiJxEPI4xKGHCLFsLp_w,"My Daughter brought me here to play for my birthday, had a great time!  The service from the check in, to the starter, and being received at the turn, was handled very well.  The course itself was in good shape, the greens were very fast.  Restrooms are adequately placed, water was available throughout the course, probably the only critique would be the lack of beverage cart on the front nine; can live through it.",GKtVASxg9ZafsNEQnFsipQ,5,6/12/2015,0,review,0,Other,Smokeit BBQ & Catering
53940,0,oxQY2r3yNkEEhvVq6sU0Mg,FQ_sF7l-m6d4RJGRvaTXtQ,Being next to umc this place has a very getto vibe.  Need to get someone to enter the code to get into the unairconditioned bathroom.  other then that just a regular mcd.,4oC1z2SDrpraoZzRIQ-WsA,3,6/29/2015,0,review,0,Spring Valley,Philhouse
26975,0,PDrzwcI332GrlADEfjV5Vg,CyXKo1nQqINzVY4HUqjsjw,"Fun vibe, fun games, fun music! This place is the perfect spot to hang out and enjoy a good beer and tasty food. Jasmine was so friendly and knew menu items perfectly! Wish we could stay longer, but will be back on our next visit!",#NAME?,5,8/16/2016,0,review,0,Spring Valley,Super Mex Restaurant & Cantina
6439,1,8Zts7elT6qOI3cZbghmcoQ,#NAME?,"Dined at Bonterra on a Monday night with my wife.  The restaurant is nice but due to it's open nature can get a bit loud.  The place was half full when we were there and it was fine most of the time.  The wine list by the glass was extensive.  We asked for suggestions based on several that we liked and enjoyed and were offered three similar choices.  Our selection was excellent.  Our food was also very good.  I had swordfish, the feature of the night, served on a bed of chickpeas and a grain I can't remember with a Asian calamari topping that was excellent.  My wife had the Grouper which was cooked to perfection and sat on a bed of lentils and arugula.  The arugula was a bit tough and stringy but otherwise the dish was good.  We both enjoyed a desert, my wife the cheese plate and I tried the chocolate sampler which is made for Bonterra by Barking Dog Chocolatiers.  Both were excellent.  We were served by Ramsey who was attentive and helpful.  All in all a good experience.",yIxP32hWfZm5gyYUUh2WBA,4,11/24/2010,1,review,1,Southeast,Amorino Las Vegas
54714,0,#NAME?,grEYUpTgJs0q_krM2YKeNQ,"Chaos is only way to describe our dinner tonight. Had to grab the manager to take our order because we were seated and server never came back. Ordered appetizer that came AFTER our dinner (fried green tomatoes that were bland and salty).  Two of the orders came out after we complained to our server (an hour after we had been seated).  Restaurant was short staffed, disorganized and running out of food.  A server dropped a glass of wine next to our table and was cursing out loud (continuously) in front of my child and family.  Our server also had to step in as bartender. She was apologetic when she infrequently came to check on us.  She offered my wife another glass of wine 'on the house' and said our appetizer would be comped. When the check came she said they took 25% off the bill.  Frankly, the original offer was a better deal. We didn't ask for a discount but felt it was deserved.  To their defense, the food was good however Grilled Salmon Salad was super small for $17.  Ugh!  I gave our debit card to server before she brought the bill. We just wanted out of there!  This will be our first and last visit @ Terrace Cafe.  Wished I could share better news.",c4KXpCou6HBOgfKp2z2_hw,1,12/11/2016,0,review,0,Eastside,Palazzo Restaurant At Tuscany Hotel & Casino
44786,0,d6JltKIeAbPj415bwSm7eA,xKCVU1tViW5Cft7gTEN5Tw,"This is a great place to go to during the summer time. I love sitting out on the patio. I got the chicken sandwich and my friend got the Pittsburgh salad. I would totally recommend getting any of the salads. The steak salad looked amazing (the people next to us got it) and the Pittsburgh salad tasted delicious. My sandwich was fine, but nothing to write home about. Overall, it was a good experience and will most likely be back.",pHDLRIG2Xu1_1mkGAbyEmw,4,3/18/2014,1,review,0,Summerlin,Buca di Beppo Italian Restaurant
56015,0,pKksEJAIIC2FZpjKe9fhyQ,JTVMbTzD9AoRa-6smgav6A,"Over the last 3 years, I've made the trip to have lunch at this little Mexican food stop. The meats are fresh, as the name indicates. The tortillas are soft and large. The salsas and pico are fresh and flavorful. This cafeteria style eatery is small but has a steady stream of loyal customers because they've found that the food is not only excellent but the employees and management are courteous and kind and always go the extra mile.

On your first two visits be sure to try the green chili pork and the beef meats in either the burrito or tacos. Both have exceptional flavor.  Burritos are massive, along the scale of Chipotle restaurants. The chips and salsa are nice and light even though you will get a generous portion.

One of my favorite lunch spots.",4bfKtdnkkhq8qA21sjVXlg,5,1/18/2017,0,review,0,Downtown,Ogden Mart
43854,0,3IZC92G8kpoW0vBosH1i3w,IL5-MhbzLp71KcJgeeQncA,"I came to the bar because a buddy of mine wanted to get the old karaoke crew back together and heard they do karaoke here.  

The bar itself is a typical dive bar.  Dark and full of beer signs and tv's.  The a/c could use a little work.  It was definitely a little warm inside.  I ordered the bbq pork sliders.  They came out quite fast and tasted great.  Very soft slider buns and the pork was very juicy. 

The karaoke was a little different of a story.  The host seemed very nice but her rotation style is a little out of whack.  I put all my songs in at 9pm when it started and by 1230am I had sang one solo and once with a friend on a duet.  The regulars who are buddy buddy with the host all seemed to sing multiple times and much sooner than myself.   I normally don't like to bitch to a karaoke host as I've done it myself for years and know what it's like to have an annoyed customer come up to you.  I just didn't think the rotation felt balanced. After 

I ended up staying until 2am and got a total of 2 songs in those 5 hours I was there.  As far as bars go this place was great.  As far as a karaoke destination this place was lacking a little bit.  Not sure if I would go back here.",avKtXuzalCP_cVfrk-fLeQ,3,10/3/2014,0,review,0,University,Cugino's Italian Deli & Pizza
56039,0,kLkoY8Ibq56-b8amU2CtgA,g0IAUPOCmn9vZlK-DNo3uw,"Extremely solid breakfast burrito, this is a great go to place when you want something delicious in a hurry. They offer a hot or mild salsa, being a chili lover I get the hot and it has excellent flavor and a nice heat level. The staff is very friendly and the place has been very clean anytime I have gone.",4bfKtdnkkhq8qA21sjVXlg,4,7/25/2016,0,review,0,Westside,Boomer's Bar
48375,0,mCnLKjPaMwoPOY35VBJlhQ,ZB83g0TzLcwS_UBrRj0vwA,"We took a nice walk away from the Strip and we are so glad we did. The only regret: our schedule didn't allow us to come back a second time.
The food is creative, fresh and tasty, everything is included in the all you can eat menu and it's a better value than a la carte.
The service was outstanding and attentive. Our bill came to be double but it was an oversights and the waiter promptly fixed it.",JJAwT9R6Fp2yyWHtWFA8uQ,5,3/28/2016,0,review,0,Eastside,Myung Sung
12991,0,LTA6P5uEbK7s0cTcNIPy-w,CyHMHPdinIAB8ZFRbLn7zQ,"We haven't been here in over a year and we're happy to see that they are still around. They are just as good as the last time we were here!

We always get the pizza by the slice so everyone can get what they want individually. Their prices are about the same as other ""by the slice"" places but their pizza is delicious.  Nice place. Love the collage of vintage style posters on the wall. =)",64o_nYvzIKwHFOSYSEm-qw,5,9/4/2015,0,review,0,Westside,Macayo's Mexican Restaurant
15880,0,ZMw_oqJ7bCm4S6Cxot8zwA,rskQRqB66DhkYVKgpZpgPg,Burger was cooked just the way I liked it. Ceasar salad was huge. Nice place we sat over looking the casino floor so we were able to people watch. Tbone steak special was $14.99. A deal!!,w9gr1-mA-7zBHPjPL87Nsg,3,4/25/2012,0,review,0,Westside,Montesano's Italian Deli
7645,0,4uScBenXJfFAsQjGMMD2zQ,PHBC2SsUVkPmrzr42kf93Q,Off the charts cool. Atmosphere is unique. Food is wonderful and the staff super friendly. Lots of tequilas as well,3C5Z9homtzkWHouH2BHXYQ,5,3/5/2015,0,review,0,The Strip,Ah Sin
55578,0,NBhDx8iEnVmxO27oMHt5kg,BYzQ3kNtwJut8DBZAq13Nw,"Just a quick and non critical warning.  The shopping center is under renovation and the parking situation is pretty hit and miss.  You will likely park on gravel and have to walk a bit till they get the lot fixed.  That having been said, this is a solid choice for delicious, well done authentic Thai food.  I've been here three times and all meals were first rate.  I have had the Pad Thai with tofu and once with chicken--8/10 hot level--both excellent.  My son swears by the sweet & sour chicken.  Pad Se Ew was excellent.

Service has been first rate here, and the lunch specials are well priced.  Will be back.",qsJkjQoM3Hdg6Gtqp2S9_w,4,12/8/2012,0,review,0,The Strip,Pizzeria Fracesco's
12986,0,bWK0ChAHqWFuqUm6JmgjAg,QthHrJWuaQe8E-bMdxZwGQ,"Clean, good atmosphere, and a good slice of pie. I come to Vegas once a month and since discovering Joe's I try to hit it every other visit. One slice is almost enough for the average eater, and I can put down some pizza.",64o_nYvzIKwHFOSYSEm-qw,4,8/10/2015,0,review,0,Southeast,Lefty's Pizza
41207,0,BJUY0UadA-STNQfNGnpTjg,1vh7w2jqtW1O68SSJhbOHg,"We absolutely loved this place!! Wish we could buy a franchise. Really!! That's how good it was. The staff was very customer focused. The food was delicious with a great variety. Everything we ordered was good. This review is being written long after we ate there; but, it is a place we will make a point to get back to the next time we are in Vegas.",C9ImzBi5fn742ZcAYDww2A,5,4/28/2016,0,review,0,Eastside,La Parrilla
60370,0,X6U78QtoGdtMn_s3aK5kQQ,hPrgOoK_6OoIJIpUQxAKxQ,"It can be hard to find a good Chinese restaurant, and after moving out to Arizona from the other side of the country, I was a little afraid of trying out a new place to get my Chinese food from, but this one was pretty awesome! The food was delicious, and the restaurant was clean. The waitress was really nice and attentive. Really on top of her game, offering refills when they were needed. I'd highly recommend checking it out!",pdy6EAcJvZks1hKogxOj6Q,5,1/17/2014,1,review,1,Other,Chili's
34131,1,TVPTbgstJQ-BXDo3eQIZQw,QphUbIywStxeoAmyej_Geg,"Good stuff very tasty smotherd chicken, red beans and rice, yams, , and cornbread  cakes, HOWEVER, the mac & cheese was GARB! Mac and cheese lacked seasoning insufficient  cheese AND  the noodles were overcooked might as well not have been included. 

Can't  for the Service it was very good!",NLEe-RzDSU-5BN6xp_WWCw,4,6/3/2015,0,review,0,Sunrise,Sunnys Chicken & Fish
62788,0,_YfJNff161R6eIQcZJbZiQ,44wh1cBGSkj2PbMpSPG7ZQ,"The owners, Nick and Anna, are very friendly and go above and beyond to make you feel welcome! After you go a few times, they'll remember you. They know many of their customers by their name. It's your typical mom and pop shop feel and very family oriented. If you want stuffy, pretentious service, this is not the place for you. Many winter visitors flood this place during the winter months and I know it's because they're made to feel so welcome and much like the small town breakfast spots in the mid-west. I bring my two children here and often this is where we'll meet grandma and cousins for a treat. As for the donuts, better than anything else around here and very affordable. Coffee service is great and refills are kept coming. My daughter loves getting their tuna sandwich at lunch time which is made fresh to order. We've ordered several birthday cakes from here which were not only beautifully decorated to our theme but also delicious!",u9u-E8blEuyEGmtfeLA6Tg,5,5/12/2015,0,review,0,Summerlin,Roadrunner Saloon
10004,0,BmZLUKNR8yluJmJwEYeI2g,lyXtw_c-Jzp0NVLt9ALKpQ,Omg this place is amazing and who would've thought that replacing buns with naan would be so amazing. I customized my dog and both it and my fries came out piping hot. I'm excited to try new flavors but definitely a go to for gourmet dogs.,#NAME?,5,7/5/2016,0,review,0,Other,The Steakhouse at Treasures
53235,0,WOCKW0XjveidP8bZlohJRw,oPEbt63mCC_By9Y_hgHtOA,"We are nee to the location and our friend recommended this restaurant. They are pretty good for delivery Chinese, they're fast with delivery, food is  priced well, and the quality and taste is very good.",t6ZIBNrQjvtwor8W-u3sUg,5,1/20/2015,1,review,0,The Strip,Margaritaville Casino
11087,1,NRIEaVf1sxeqwTHat-zA1A,ducC8YMi_kZiMc7jKxypyw,Was a little scared goin in... hard to choose from 900+ sandwiches and they're all VERY unique. I went with #2 hollywould's SF cheesesteak... man it is huge! Costs about  $10 but its worth it! Could probably feed 2... very flavorful! Not sure what that sauce is but it is good! Definitely gotta try a few more...,i066yR2IDP4FWt6p-k9aFg,4,6/23/2015,1,review,1,Westside,El Salvador 503
8892,2,RNONR9302Mj_B0Q9f9uEDQ,lsTgcuxUNgZ0OETYE85gVA,This place has decent device. Very responsive customer service. Very good soup & food to support my vegan lifestyle.. Love love that they have a section for me to enjoy my dining on the balcony out in the open air away from the crowd :-),mmbXj7CmjGbH-wR3j6cD0w,4,7/4/2015,2,review,2,Downtown,Nozomi Japanese Restaurant
58589,0,V8Y_xVQGdfO2atgd79gGfw,xQS119v8v8vQ8TDr_U4VdQ,Good foods!  Love kobe beef. The server is great and entertaining.  Definitely will come back for more.,hihud--QRriCYZw1zZvW4g,5,1/1/2016,0,review,0,The Strip,Shibuya
22286,2,TzVKEIW46exGDGAjc5amTA,kYJhkgx9J32NQsjswb2fjA,The bacon cheeseburger was surprisingly delicious. $10 with fries and that is pretty fuckin good for Sin City.,FooKqQJ3UnsIG2slFPuLRA,4,4/2/2009,1,review,1,Centennial,El Dorado Mexican Grill
54315,0,0mmLDuvF6ArpqyqbS1ZmQw,FQQoLDQUGeMwqhD5LaTRPg,Server David was awesome. We sat at the sushi bar and both chefs were beyond great! My #1 sushi by far and we drove from Scottsdale.,_IZyyv0dFfpIy_rI_-nwTQ,5,7/24/2015,0,review,0,South Summerlin,Casa Del Matador
41926,0,X3aTBa6fEhyKj-MGZPGkSw,ajCUYt_TY4FSy9l8u0efyQ,The staff here was friendly but the food was sub par. There were a lot of weird twist to the breakfast plates that weren't explained on the menu when you order. Pancakes were probably the highlight on this menu after trying the spot out 4 different times.,C9ImzBi5fn742ZcAYDww2A,2,3/24/2014,0,review,0,Northwest,Taqueria El Tizon Grill
13050,0,TqTKvEOS_499_2WtTeTcHQ,IThQ4cGNJr1MsPiYLcA3Vw,"This place is not terrible. I went there with one other person and we spent around fifty dollars. The food is ok, but a little pricey.",MQsccAhTxdd2Y5JBKjrT9w,3,11/18/2016,1,review,0,Eastside,Paradise Cantina
19715,0,v8r2uSz9-mj0mUVFX6cdCg,O444DqJgYGy1kbh6KMJxzg,"Can't really complain here. It's not the best pie in the world, but for the price you get a decent, soft and delicious pizza. I choose a 14"" Pepperoni for less then $10. I did carry out, most reviewers complain about dine in service but there's really no flaws.",IO3iTBH0rX-G7E7wAreRSQ,4,6/13/2015,0,review,0,Eastside,Dukem Ethiopian Restaurant
53380,3,KQm9OgdujLZiMRTksmj83w,VQdpE3HcF0T9V4Gf4WTn4w,"I understand they are a new place so I'm cutting the guys in the back some slack... I got the 808 bowl and didn't think it was flavorful. It was ok. It didn't blow my mind and my taste buds like other places. I already knew after paying for my food I was going to be disappointed. My instincts were right. Everything was ok, but I prefer the other guys because they are more seasoned and know what they are doing and what customers like. He portions are also smaller here. For that same price you can get more for your money at the other guys. :) I'll give them another shot in a month or so to see if anything has improved. If not, back to SOHO I go.",eiTWTVThkHr-DKXxIysbgA,3,8/25/2016,4,review,4,Southwest,Pizza Hut
